,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
215,309267414,jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish,4.0,0.0,0.0,0.0,1.0,Five Stars,Exactly what I wanted.,2015-06-03,Five Stars Exactly what I wanted.,6,neu,3.5,0.0,0.0,0.0
216,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,0.0,0.0,1.0,Five Stars,Looks great for the price and works well! Could not ask for more.,2015-06-03,Five Stars Looks great for the price and works well! Could not ask for more.,15,pos,4.5,0.0,0.0,0.0
217,523301568,microwave cavity paint 98qbp0302,4.0,0.0,0.0,0.0,1.0,Five Stars,Product does the job it was sold to do.,2015-06-02,Five Stars Product does the job it was sold to do.,11,neu,3.0,0.0,0.0,0.0
219,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,It's tinny.,"It's kind of tinny.  Probably just too small . The latch for closing the door sticks so you need to slam the it,  and the whole thing shakes.  I'm already prepared for itt o die, and I will buy a larger and more expensive one.",2015-06-01,"It's tinny. It's kind of tinny.  Probably just too small . The latch for closing the door sticks so you need to slam the it,  and the whole thing shakes.  I'm already prepared for itt o die, and I will buy a larger and more expensive one.",47,neu,3.1833333333333336,0.0,0.0,0.0
220,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,0.0,0.0,1.0,Five Stars,love this! Good size for countertops<br /><br />had it since January 2015 and loved every minute of it.,2015-06-01,Five Stars love this! Good size for countertops<br /><br />had it since January 2015 and loved every minute of it.,20,pos,4.35,0.0,0.0,0.0
221,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5.0,0.0,0.0,0.0,1.0,Good call!,It came with the diode which may have caused the problem and I would not have known it. Good call!,2015-05-31,Good call! It came with the diode which may have caused the problem and I would not have known it. Good call!,22,pos,4.75,0.0,0.0,0.0
222,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",4.0,1.0,1.0,0.0,1.0,Great size. I only use a microwave to reheat ...,"Great size.  I only use a microwave to reheat things.  So nothing more then 5 minutes or so.  The simple display to add time by 30 second increments is what allows this to be so small.  If you need complicated time inputs with numbered buttons, this isn't for you.",2015-05-30,"Great size. I only use a microwave to reheat ... Great size.  I only use a microwave to reheat things.  So nothing more then 5 minutes or so.  The simple display to add time by 30 second increments is what allows this to be so small.  If you need complicated time inputs with numbered buttons, this isn't for you.",59,neu,3.3,1.0,0.00019496977968414895,0.0006839822133148597
223,423421857,danby 0.7 cu.ft. countertop microwave,4.0,2.0,2.0,0.0,1.0,Simple but Nice!,"Great value for the price. Full array of function controls. Takes up small amount of counter space, yet has plenty of room for a full 10 1/2&#34; dinner plate on its motorized turntable.",2015-05-30,"Simple but Nice! Great value for the price. Full array of function controls. Takes up small amount of counter space, yet has plenty of room for a full 10 1/2&#34; dinner plate on its motorized turntable.",36,neu,3.6666666666666665,1.0,0.0003899395593682979,0.0014646790654903258
224,692404913,samsung counter top microwave,3.0,0.0,1.0,0.0,1.0,Very quiet.,"Nice microwave arrived quickly was actually 40 dollars cheaper than in the local big box stores.  very quiet, sleek look, Grill function works well. so far we've had it only a week but it seems to be doing the job as described.",2015-05-30,"Very quiet. Nice microwave arrived quickly was actually 40 dollars cheaper than in the local big box stores.  very quiet, sleek look, Grill function works well. so far we've had it only a week but it seems to be doing the job as described.",44,neu,3.22962962962963,0.0,0.0,0.0
225,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,4.0,0.0,0.0,0.0,1.0,Five Stars,TThe kit works well. It took lots of work to unload and reload the microwave over the range though.,2015-05-30,Five Stars TThe kit works well. It took lots of work to unload and reload the microwave over the range though.,21,neu,3.0,0.0,0.0,0.0
226,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,0.0,0.0,1.0,Five Stars,It's great,2015-05-30,Five Stars It's great,4,pos,4.6,0.0,0.0,0.0
227,523301568,microwave cavity paint 98qbp0302,4.0,3.0,3.0,0.0,1.0,Great stuff. Saved me from having to buy new ...,"Great stuff.  Saved me from having to buy new oven.  It's been a year, and it's still good.",2015-05-30,"Great stuff. Saved me from having to buy new ... Great stuff.  Saved me from having to buy new oven.  It's been a year, and it's still good.",28,pos,4.029090909090909,1.0,0.0005849093390524469,0.002343650143512418
228,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Great little microwave!!!,"My over the range microwave died and the manufacturer no longer makes the model I have.  Because it will take me some time to find what will look correct with what I now have, I needed a microwave oven quick!  Took a chance, because I didn't want to spend a lot of money, and purchased the Danby 0.7 cu. ft. countertop.  I couldn't be more pleased.  It works just great for what I need and it arrived in two days!",2015-05-28,"Great little microwave!!! My over the range microwave died and the manufacturer no longer makes the model I have.  Because it will take me some time to find what will look correct with what I now have, I needed a microwave oven quick!  Took a chance, because I didn't want to spend a lot of money, and purchased the Danby 0.7 cu. ft. countertop.  I couldn't be more pleased.  It works just great for what I need and it arrived in two days!",83,neu,3.9501519097222224,0.0,0.0,0.0
229,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",4.0,3.0,3.0,0.0,1.0,perfect.,"It works, nothing fancy, no bells and whistles. It's small its basic and that's all I needed. Big enough to fit a dinner plate and small enough to push into a corner, perfect.",2015-05-27,"perfect. It works, nothing fancy, no bells and whistles. It's small its basic and that's all I needed. Big enough to fit a dinner plate and small enough to push into a corner, perfect.",34,neu,3.422222222222222,1.0,0.0005849093390524469,0.0020964945659339256
230,801135043,"amana 1.5 cu. ft. over-the-range microwave, amv1150vaw, white",5.0,0.0,1.0,0.0,1.0,very nice!,"Fast delivery, great microwave!",2015-05-27,"very nice! Fast delivery, great microwave!",6,pos,4.45,0.0,0.0,0.0
231,523301568,microwave cavity paint 98qbp0302,4.0,0.0,0.0,0.0,1.0,Not snow white but off white color,"The color description on the can is &#34;snow white&#34;, the reality is this paint is an off white color.  My GE microwave is a bright white color and this paint did not match.  I still used the product and it worked well.  If the directions are followed, the spray applies evenly and covers well with several coats.  For my needs I liked this product better than the touch up paint with brush application.  You also get more paint with the spray can.",2015-05-26,"Not snow white but off white color The color description on the can is &#34;snow white&#34;, the reality is this paint is an off white color.  My GE microwave is a bright white color and this paint did not match.  I still used the product and it worked well.  If the directions are followed, the spray applies evenly and covers well with several coats.  For my needs I liked this product better than the touch up paint with brush application.  You also get more paint with the spray can.",89,neu,3.511111111111111,0.0,0.0,0.0
232,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Five Stars,"Great small size, easy to clean. Amazing price!",2015-05-26,"Five Stars Great small size, easy to clean. Amazing price!",10,neu,3.84,0.0,0.0,0.0
233,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Five Stars,Very nice little microwave and doesn't take up a ton of space on the counter.,2015-05-26,Five Stars Very nice little microwave and doesn't take up a ton of space on the counter.,17,neu,3.5925000000000002,0.0,0.0,0.0
234,423421857,danby 0.7 cu.ft. countertop microwave,3.0,97.0,108.0,0.0,1.0,pad very delicate,The button pad gets very easily torn up. I'm not a heavy handed person.  Owned this a few months and the pad is torn up. Looks like something was chewing on it. Especially the start and clear buttons.  Would have spent a bit more for a sturdier pad. Otherwise it works great and looks good.,2015-05-25,pad very delicate The button pad gets very easily torn up. I'm not a heavy handed person.  Owned this a few months and the pad is torn up. Looks like something was chewing on it. Especially the start and clear buttons.  Would have spent a bit more for a sturdier pad. Otherwise it works great and looks good.,58,neu,3.4146666666666667,0.8981481481481481,0.01698583941711257,0.05585004640985203
235,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Glad I bought it!,Works well! Great small size! Easy to figure out controls!,2015-05-25,Glad I bought it! Works well! Great small size! Easy to figure out controls!,14,neu,3.9052083333333334,0.0,0.0,0.0
236,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Great product for the money,"Great little unit. Only big enough for one dinner plate, but does the job well.",2015-05-25,"Great product for the money Great little unit. Only big enough for one dinner plate, but does the job well.",20,neu,3.470833333333333,0.0,0.0,0.0
237,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Great Mircowave,"The microwave and is nicer then I expected for the price. It is stainless steel inside and out. they also include a replacement key pad cover. the only thing I do not like is the glass turntable did not come with a wheeled undercarriage to allow for smoother rotation, but other then that very nice and I would by again.",2015-05-24,"Great Mircowave The microwave and is nicer then I expected for the price. It is stainless steel inside and out. they also include a replacement key pad cover. the only thing I do not like is the glass turntable did not come with a wheeled undercarriage to allow for smoother rotation, but other then that very nice and I would by again.",62,neu,3.4442857142857144,0.0,0.0,0.0
238,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,4.0,0.0,0.0,0.0,1.0,... exactly what I needed to repair my microwave - easy install.,This part was exactly what I needed to repair my microwave - easy install.,2015-05-24,... exactly what I needed to repair my microwave - easy install. This part was exactly what I needed to repair my microwave - easy install.,26,neu,3.6833333333333336,0.0,0.0,0.0
239,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,4.0,0.0,0.0,0.0,1.0,Two Stars,it was great!! The product came as described...on time and the right product.,2015-05-23,Two Stars it was great!! The product came as described...on time and the right product.,15,pos,4.285714285714286,0.0,0.0,0.0
240,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",3.0,2.0,2.0,0.0,1.0,Two Stars,Doesn't work on a pure sine wave inverter.,2015-05-22,Two Stars Doesn't work on a pure sine wave inverter.,10,neu,3.4285714285714284,1.0,0.0003899395593682979,0.0012788978776774962
241,459626087,sharp 1.1-cubic-foot 850-watt over-the-range convection microwaves,4.0,4.0,5.0,0.0,1.0,"Great price, shipped in good speedy time","Great price, shipped in good speedy time,  a very small dent that we decided we were not going to complain or worry about!  Oven was mounted, and neither of us felt it was worth taking out and starting over!!!  Works great, convection or micro- wave!!",2015-05-20,"Great price, shipped in good speedy time Great price, shipped in good speedy time,  a very small dent that we decided we were not going to complain or worry about!  Oven was mounted, and neither of us felt it was worth taking out and starting over!!!  Works great, convection or micro- wave!!",52,neu,3.9734375,0.8,0.0006239032949892767,0.002481214025778832
243,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Nice!,Fits under my cabinet & is pretty quiet.  I've only used it to heat up things & works great.  Takes up only a small amount of countertop.,2015-05-19,Nice! Fits under my cabinet & is pretty quiet.  I've only used it to heat up things & works great.  Takes up only a small amount of countertop.,28,neu,3.442857142857143,0.0,0.0,0.0
244,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Danby Delivers Quality and Value,"Great product, really like it, and the price was amazing.<br />I got in time and it was pack well.<br />I would recommend it to others, one caveat let's hope it last a few years.<br />Martha",2015-05-19,"Danby Delivers Quality and Value Great product, really like it, and the price was amazing.<br />I got in time and it was pack well.<br />I would recommend it to others, one caveat let's hope it last a few years.<br />Martha",40,neu,3.4,0.0,0.0,0.0
245,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,A great Canadian product!,Just the right size. Not too big.....not too small.,2015-05-19,A great Canadian product! Just the right size. Not too big.....not too small.,13,neu,3.6904761904761902,0.0,0.0,0.0
246,523301568,microwave cavity paint 98qbp0302,5.0,0.0,0.0,0.0,1.0,Five Stars,Good paint to touch up the interior of a microwave,2015-05-17,Five Stars Good paint to touch up the interior of a microwave,12,pos,4.4,0.0,0.0,0.0
247,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode,Arrived in timely fashion and well package.  My complaints: It is noisy when it runs.  Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode.  I worry that this oven may not last long.  The door also requires a &#34;hard&#34; push on the mechanism to open the door.  l would not purchase this again.,2015-05-17,Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode Arrived in timely fashion and well package.  My complaints: It is noisy when it runs.  Also the plate that rotates sticks and makes a horribly loud noise as if something is going to explode.  I worry that this oven may not last long.  The door also requires a &#34;hard&#34; push on the mechanism to open the door.  l would not purchase this again.,82,neu,3.06,0.0,0.0,0.0
248,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,5.0,0.0,0.0,0.0,1.0,Five Stars,Part was received on time and works perfectly.,2015-05-17,Five Stars Part was received on time and works perfectly.,10,pos,5.0,0.0,0.0,0.0
249,423421857,danby 0.7 cu.ft. countertop microwave,3.0,1.0,2.0,0.0,1.0,Does the job. Eventually.,"This thing is small and that's what we needed. But it is weak. I've used some really awful microwaves before, but this thing takes longer to heat my food than any of them. It eventually does the job though, and the price was right.",2015-05-16,"Does the job. Eventually. This thing is small and that's what we needed. But it is weak. I've used some really awful microwaves before, but this thing takes longer to heat my food than any of them. It eventually does the job though, and the price was right.",48,neg,2.330357142857143,0.5,9.748488984207447e-05,0.0002461748541105521
250,423421857,danby 0.7 cu.ft. countertop microwave,4.0,1.0,1.0,0.0,1.0,"great value, intuitive controls","big enough for me, easy to use controls, great price",2015-05-16,"great value, intuitive controls big enough for me, easy to use controls, great price",14,neu,3.8133333333333335,1.0,0.00019496977968414895,0.0007507447636702794
252,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",3.0,1.0,1.0,0.0,1.0,just ok,"I've had this item for about a month. It was purchased to replace an aging micro/convection that I've had for about 8 years. While I've not yet used all the various settings,  I have used the microwave function. More to that in a minute.<br />When I received this item, the box didn't show any damage, but the micro had a sizable dent in the exterior upper back part of one of the side panels. Returning the item seemed like a huge pain (one of the problems with ordering this type of merchandise from an on line source), so I called Amazon customer service and they gave me a credit for the damage.<br />On to the performance of the unit.... It does work well as a microwave, however it is louder than any microwave I've ever had in the past (including the micro/convection that I bought this one to replace.) Is this a problem associated with the dent in the housing? Perhaps.<br />Now, the reason I've only used the micro function? I just haven't had the time to dig thru the manual to figure out how to use the other functions. It really is not very intuitive when it comes to ease of use. Also, while I knew that it had a wheel for time adjustment, I didn't realize how much I'd gotten use to simply entering the time digitally. I know this sounds like a petty complaint, but one would think that as technology advances, we wouldn't be taking backward steps in product design. I'll add more as I have the time to decipher the instructions for more functions.",2015-05-15,"just ok I've had this item for about a month. It was purchased to replace an aging micro/convection that I've had for about 8 years. While I've not yet used all the various settings,  I have used the microwave function. More to that in a minute.<br />When I received this item, the box didn't show any damage, but the micro had a sizable dent in the exterior upper back part of one of the side panels. Returning the item seemed like a huge pain (one of the problems with ordering this type of merchandise from an on line source), so I called Amazon customer service and they gave me a credit for the damage.<br />On to the performance of the unit.... It does work well as a microwave, however it is louder than any microwave I've ever had in the past (including the micro/convection that I bought this one to replace.) Is this a problem associated with the dent in the housing? Perhaps.<br />Now, the reason I've only used the micro function? I just haven't had the time to dig thru the manual to figure out how to use the other functions. It really is not very intuitive when it comes to ease of use. Also, while I knew that it had a wheel for time adjustment, I didn't realize how much I'd gotten use to simply entering the time digitally. I know this sounds like a petty complaint, but one would think that as technology advances, we wouldn't be taking backward steps in product design. I'll add more as I have the time to decipher the instructions for more functions.",271,neu,3.228125,1.0,0.00019496977968414895,0.0006312124663977736
254,930071734,ge microwave oven magnetron and diode kit om75p (10) part # wb27x10017,4.0,0.0,0.0,0.0,1.0,Got it same day as ordered.  Awesome,We are back up and running.,2015-05-13,Got it same day as ordered.  Awesome We are back up and running.,13,neu,3.6666666666666665,0.0,0.0,0.0
255,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",5.0,2.0,2.0,0.0,1.0,very good i event toast bread in it,"Very , very good i event toast bread in it, thank you SAMSUMG and AMAZON TOOOOO",2015-05-11,"very good i event toast bread in it Very , very good i event toast bread in it, thank you SAMSUMG and AMAZON TOOOOO",24,pos,4.82,1.0,0.0003899395593682979,0.0018947139559760203
257,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,could be a bit larger,it is a bit small. Also the sound it makes when it is done is ear piercing.,2015-05-11,could be a bit larger it is a bit small. Also the sound it makes when it is done is ear piercing.,22,neu,3.1,0.0,0.0,0.0
258,109226352,whirlpool wmc20005yb 0.5 cu. ft. black countertop microwave,3.0,1.0,2.0,0.0,1.0,One Star,"Love the size, but didn't last a month!",2015-05-09,"One Star Love the size, but didn't last a month!",10,neu,3.5,0.5,9.748488984207447e-05,0.00032459871391147784
259,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Five Stars,It works fine.,2015-05-08,Five Stars It works fine.,5,neu,3.8333333333333335,0.0,0.0,0.0
260,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,I have been very happy with the microwave,I have been very happy with the microwave. It fits the space I have perfectly and so far has been working well.,2015-05-08,I have been very happy with the microwave I have been very happy with the microwave. It fits the space I have perfectly and so far has been working well.,30,pos,4.55,0.0,0.0,0.0
261,423421857,danby 0.7 cu.ft. countertop microwave,3.0,1.0,2.0,0.0,1.0,i hate that opening the door moves the microwave towards you ...,i hate that opening the door moves the microwave towards you and out of its place. Thats my only complaint.,2015-05-08,i hate that opening the door moves the microwave towards you ... i hate that opening the door moves the microwave towards you and out of its place. Thats my only complaint.,32,neg,2.05,0.5,9.748488984207447e-05,0.000226457383949667
262,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,4.0,5.0,8.0,0.0,1.0,Just perfect in all ways,"Exactly what we hoped for in every way.<br />After needing to retire our well-loved Advantium, we opted to replace it with a more-basic microwave.<br />After rewiring from 220 (what the Advantium required) to regular ol' 110, we bought this GE microwave-combo<br />and had it installed. What separates this unit from other combination models? Well, for one...<br />We can use the timer AND the microwave at the same time; Something we kind of took for granted<br />in having had the Advantium for so many years.No other microwave seems to have this stupidly-basic<br />feature, something we learned the hard way by initially purchasing a top-rated Sanyo unit.<br />(And they questioned US when we kvetched about the timer/use of microwave conflict, insisting we were<br />asking for too much; Right...)<br />Back to this GE: Stainless steel interior is wickedly-easy to clean, the 'beep' tone isn't obnoxious, and the heating<br />element cooks evenly.<br />Just perfect in all ways; Can't say more about it.<br />Thanks!",2015-05-08,"Just perfect in all ways Exactly what we hoped for in every way.<br />After needing to retire our well-loved Advantium, we opted to replace it with a more-basic microwave.<br />After rewiring from 220 (what the Advantium required) to regular ol' 110, we bought this GE microwave-combo<br />and had it installed. What separates this unit from other combination models? Well, for one...<br />We can use the timer AND the microwave at the same time; Something we kind of took for granted<br />in having had the Advantium for so many years.No other microwave seems to have this stupidly-basic<br />feature, something we learned the hard way by initially purchasing a top-rated Sanyo unit.<br />(And they questioned US when we kvetched about the timer/use of microwave conflict, insisting we were<br />asking for too much; Right...)<br />Back to this GE: Stainless steel interior is wickedly-easy to clean, the 'beep' tone isn't obnoxious, and the heating<br />element cooks evenly.<br />Just perfect in all ways; Can't say more about it.<br />Thanks!",164,neu,3.56,0.625,0.0006092805615129655,0.002272371117704567
263,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,Meh,"Too small and too heavy, but works as expected.",2015-05-07,"Meh Too small and too heavy, but works as expected.",10,neg,2.6333333333333333,0.0,0.0,0.0
264,309267414,jx7227sfss - deluxe built-in trim kit for 2.2 microwave ovens/ compatible with peb7226sf models/ stainless steel finish,4.0,0.0,0.0,0.0,1.0,Five Stars,easy to install.looks great.,2015-05-07,Five Stars easy to install.looks great.,6,pos,4.233333333333333,0.0,0.0,0.0
265,423421857,danby 0.7 cu.ft. countertop microwave,5.0,0.0,1.0,0.0,1.0,Five Stars,Good microwave.,2015-05-07,Five Stars Good microwave.,4,pos,4.4,0.0,0.0,0.0
266,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",4.0,0.0,1.0,0.0,1.0,for easy storage and use,"Bigger than I thought but still works well for my needs. Fits right under my bed, for easy storage and use. Definitely a perfect space saver microwave.",2015-05-06,"for easy storage and use Bigger than I thought but still works well for my needs. Fits right under my bed, for easy storage and use. Definitely a perfect space saver microwave.",32,neu,3.860952380952381,0.0,0.0,0.0
267,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,Fair Deal,"The Danby microwave works well, but it is somewhat flimsy.  I've only had it for a few months and the plastic coating on the keypad is already bubbling and peeling.  However, the microwave cost less than $50, so for the price, it's a fair deal.",2015-05-06,"Fair Deal The Danby microwave works well, but it is somewhat flimsy.  I've only had it for a few months and the plastic coating on the keypad is already bubbling and peeling.  However, the microwave cost less than $50, so for the price, it's a fair deal.",47,neu,3.413333333333333,0.0,0.0,0.0
268,464779766,"samsung mc11h6033ct countertop convection microwave with 1.1 cu. ft. capacity, slim fry technology, grilling element, ceramic enamel interior, drop down door, and eco mode in stainless steel",4.0,0.0,0.0,0.0,1.0,... been about two months and my husband and I love this microwave,It has been about two months and my husband and I love this microwave. We have plans of putting it in our new island as a built in. It looks great and works really well. The convection feature is a huge bonus.  I would buy again.,2015-05-05,... been about two months and my husband and I love this microwave It has been about two months and my husband and I love this microwave. We have plans of putting it in our new island as a built in. It looks great and works really well. The convection feature is a huge bonus.  I would buy again.,59,neu,3.8454545454545452,0.0,0.0,0.0
269,423421857,danby 0.7 cu.ft. countertop microwave,3.0,0.0,0.0,0.0,1.0,Compact Microwave,"Have only had it about a month, but so far so good.  It is smaller than my last one, but I needed something that would fit in a small space and it's hard to find compact-sized microwaves.  I just use it for warming up things and it seems to be doing the trick.",2015-05-03,"Compact Microwave Have only had it about a month, but so far so good.  It is smaller than my last one, but I needed something that would fit in a small space and it's hard to find compact-sized microwaves.  I just use it for warming up things and it seems to be doing the trick.",55,neu,3.1645833333333333,0.0,0.0,0.0
270,423421857,danby 0.7 cu.ft. countertop microwave,4.0,3.0,3.0,0.0,1.0,This Danby model is perfect for that,"I wanted a small microwave to heat food more than cook it in the first place. For example, I bake a large casserole in my oven, keep it in the fridge, then later heat meal-sized portions. This Danby model is perfect for that. Occasionally, I'll prepare a frozen dinner or pizza and its good for that too as long as the food container does not exceed the 9 inch (or so) interior rotating cooking surface.<br /><br />One thing to be aware of, and that is this is a 700 watt microwave. Most food packages show microwave times for 1100 watt microwaves. This means you must cook things longer with 700 watts. No problem: Do an internet search for &#34;microwave 700 watt conversion chart&#34; and you'll see plenty of charts you can print. I posted one I printed to the inside of a cupboard door and consult it when I need to convert the 1100 cooking time shown on the food package for my 700 watt Danby. Example: 4 minutes at 1100 watts shown on package = 6 minutes 17 seconds on a 700 watt microwave.<br /><br />This is a small sized unit with 700 watts of power. It may no be for everyone. However, it meets my needs exactly. Also, it looks and performs well. I have had no problems with it. I'm a satisfied customer.",2015-05-03,"This Danby model is perfect for that I wanted a small microwave to heat food more than cook it in the first place. For example, I bake a large casserole in my oven, keep it in the fridge, then later heat meal-sized portions. This Danby model is perfect for that. Occasionally, I'll prepare a frozen dinner or pizza and its good for that too as long as the food container does not exceed the 9 inch (or so) interior rotating cooking surface.<br /><br />One thing to be aware of, and that is this is a 700 watt microwave. Most food packages show microwave times for 1100 watt microwaves. This means you must cook things longer with 700 watts. No problem: Do an internet search for &#34;microwave 700 watt conversion chart&#34; and you'll see plenty of charts you can print. I posted one I printed to the inside of a cupboard door and consult it when I need to convert the 1100 cooking time shown on the food package for my 700 watt Danby. Example: 4 minutes at 1100 watts shown on package = 6 minutes 17 seconds on a 700 watt microwave.<br /><br />This is a small sized unit with 700 watts of power. It may no be for everyone. However, it meets my needs exactly. Also, it looks and performs well. I have had no problems with it. I'm a satisfied customer.",233,neu,3.6152380952380954,1.0,0.0005849093390524469,0.0022192570836374013
271,523301568,microwave cavity paint 98qbp0302,5.0,1.0,1.0,0.0,1.0,Five Stars,"took off rust under turntable with dremel motto,<br />then applied three coats ann hour apart<br />VERY HAPPY",2015-05-03,"Five Stars took off rust under turntable with dremel motto,<br />then applied three coats ann hour apart<br />VERY HAPPY",19,pos,4.6,1.0,0.00019496977968414895,0.00091696534408579
272,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Five Stars,Love the microwave. It works great and adds such style and flare to our kitchen.,2015-05-03,Five Stars Love the microwave. It works great and adds such style and flare to our kitchen.,17,neu,3.8666666666666667,0.0,0.0,0.0
273,168181302,whirlpool wmc30516as 1.6 cu. ft. stainless steel countertop microwave,4.0,2.0,3.0,0.0,1.0,Can't go wrong with this microwave!,This model is a newer version of one that we had for many years. It fits perfectly in the custom cabinetry that we have. It looks great and functions really well. We're very happy with this purchase!!,2015-05-02,Can't go wrong with this microwave! This model is a newer version of one that we had for many years. It fits perfectly in the custom cabinetry that we have. It looks great and functions really well. We're very happy with this purchase!!,43,neu,3.9583333333333335,0.6666666666666666,0.00025995970624553193,0.0010302115543029543
274,827502283,"whirlpool stainless look countertop microwave, 0.5 cu. feet, wmc20005yd",4.0,1.0,1.0,0.0,1.0,Five Stars,"Fantastic, love this little bastard.  Saves my counter space and looks great.",2015-05-01,"Five Stars Fantastic, love this little bastard.  Saves my counter space and looks great.",14,neu,3.75625,1.0,0.00019496977968414895,0.0007429540962237335
275,991090482,ge pvm9179sfss profile 1.7 cu. ft. stainless steel over-the-range microwave - convection,4.0,7.0,7.0,0.0,1.0,"Very happy, looks great in my kitchen and easy to use.",Installed easily.  So far I've baked a chocolate cake and cookies with convection method. Both turned out perfect. Microwave works as I expected.,2015-04-30,"Very happy, looks great in my kitchen and easy to use. Installed easily.  So far I've baked a chocolate cake and cookies with convection method. Both turned out perfect. Microwave works as I expected.",34,pos,4.0777777777777775,1.0,0.0013647884577890426,0.005518106912809019
276,423421857,danby 0.7 cu.ft. countertop microwave,4.0,1.0,2.0,0.0,1.0,Dandy unit.,"Everything we wanted in a microwave.  All black looks better than just black face.  Has the 30-second add-on feature which we both like.  Slides around, but that can be remedied with non-slip material.  Has a nice &#34;lip&#34; at bottom so can be clasped while pressing buttons or starting which prevents slipping in the first place.  Great price for product--but time will tell for sure.",2015-04-28,"Dandy unit. Everything we wanted in a microwave.  All black looks better than just black face.  Has the 30-second add-on feature which we both like.  Slides around, but that can be remedied with non-slip material.  Has a nice &#34;lip&#34; at bottom so can be clasped while pressing buttons or starting which prevents slipping in the first place.  Great price for product--but time will tell for sure.",66,neu,3.4925925925925925,0.5,9.748488984207447e-05,0.00035538991551033465
278,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,Good Quality,So far I like this microwave.  It seems like good quality materials and also well put together.  It's doing a great job efficiently heating.,2015-04-28,Good Quality So far I like this microwave.  It seems like good quality materials and also well put together.  It's doing a great job efficiently heating.,26,pos,4.15,0.0,0.0,0.0
280,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,1.0,i would of like more selection in the,Exactly what i was looking for. i would of like more selection in the color,2015-04-27,i would of like more selection in the Exactly what i was looking for. i would of like more selection in the color,23,neu,3.8333333333333335,0.0,0.0,0.0
