,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
451,295520151,sharp microwave drawer oven,3.0,3.0,3.0,0.0,0.0,I've had this microwave for a year and am pleased and have no problem until a few days ago,I've had this microwave for a year and am pleased and have no problem until a few days ago. That was when I was cleaning the bottom of the drawer from food that was stuck on. I made the mistake of putting too much water in the drawer using a wet sponge. I turns out that the bottom of the drawer is NOT really sealed for thin liquids (I doubt if food would get thru the bottom of the drawer). Anyway shortly after I cleaned it the drawer wouldn't go in or  out. It turned out that water had leaked thru the bottom of the drawer and found it's way to the motor that controls the door - the motor was burned out and had to be replaced under warranty. It took the repairman a month to get the parts (bad) .It was my fault but it could have been designed better to seal the drawer totally. So do not let a lot of liquid get on the bottom of the drawer as I did.. I also strongly recommend getting an extended warranty - things like this with a mechanical component will fail well before the electronics fails .Also it's ridiculous that it took the repair man a month to get the parts.,2015-02-08,I've had this microwave for a year and am pleased and have no problem until a few days ago I've had this microwave for a year and am pleased and have no problem until a few days ago. That was when I was cleaning the bottom of the drawer from food that was stuck on. I made the mistake of putting too much water in the drawer using a wet sponge. I turns out that the bottom of the drawer is NOT really sealed for thin liquids (I doubt if food would get thru the bottom of the drawer). Anyway shortly after I cleaned it the drawer wouldn't go in or  out. It turned out that water had leaked thru the bottom of the drawer and found it's way to the motor that controls the door - the motor was burned out and had to be replaced under warranty. It took the repairman a month to get the parts (bad) .It was my fault but it could have been designed better to seal the drawer totally. So do not let a lot of liquid get on the bottom of the drawer as I did.. I also strongly recommend getting an extended warranty - things like this with a mechanical component will fail well before the electronics fails .Also it's ridiculous that it took the repair man a month to get the parts.,232,neu,2.8875,1.0,0.0007655014034192396,0.0022764260831573424
455,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",2.0,1.0,1.0,0.0,0.0,Stopped Working after 1 Year,"Have had this microwave for just a year and it has stopped working. The &#34;door&#34; signal comes on when I push the start button, even though the door is properly closed and it won't start. Very disappointed in the quality of this product. Pathetic that it stops working after only a tear of light use. Anyone else have this problem?",2015-02-06,"Stopped Working after 1 Year Have had this microwave for just a year and it has stopped working. The &#34;door&#34; signal comes on when I push the start button, even though the door is properly closed and it won't start. Very disappointed in the quality of this product. Pathetic that it stops working after only a tear of light use. Anyone else have this problem?",65,neg,2.33,1.0,0.00025516713447307985,0.0005568087749415804
475,771401205,"whirlpool wmc20005yw  countertop microwave, 0.5 cu. ft., white",3.0,0.0,2.0,0.0,0.0,Quit working after 1 year of very light use.,"I loved this when I first received it. It looked great and didn't take up a lot of space. I really wished it hadn't died, but after 1 year of very, very light use, I turned it on (with a cup of coffee in it) and it threw out a small spark and some smoke and then it quit. It was quite scary (because I was standing next to it). I would definitely not recommend this microwave.",2015-01-30,"Quit working after 1 year of very light use. I loved this when I first received it. It looked great and didn't take up a lot of space. I really wished it hadn't died, but after 1 year of very, very light use, I turned it on (with a cup of coffee in it) and it threw out a small spark and some smoke and then it quit. It was quite scary (because I was standing next to it). I would definitely not recommend this microwave.",86,neu,3.448,0.0,0.0,0.0
481,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,0.0,"Nice, but no one minute button","Had the Danby 1.1 cu ft model for a couple of weeks now, and really like it.  Stainless steel inside and out is really nice.  Didn't buy from AMZN...got it for $90 from a warehouse store with a super liberal return policy (you know which one!), and so far we really love it.  One thing I wish it had...a &#34;one minute&#34; button.  But it's a snap to reprogram the popcorn button for a one minute cook time on high, so no biggie, but it does mean that you have to punch in the time when you want to make microwave popcorn.",2015-01-28,"Nice, but no one minute button Had the Danby 1.1 cu ft model for a couple of weeks now, and really like it.  Stainless steel inside and out is really nice.  Didn't buy from AMZN...got it for $90 from a warehouse store with a super liberal return policy (you know which one!), and so far we really love it.  One thing I wish it had...a &#34;one minute&#34; button.  But it's a snap to reprogram the popcorn button for a one minute cook time on high, so no biggie, but it does mean that you have to punch in the time when you want to make microwave popcorn.",107,neu,3.5475925925925926,0.0,0.0,0.0
486,295520151,sharp microwave drawer oven,2.0,5.0,5.0,0.0,0.0,Not good,"Same as the other one star reviews. Less than 2 years, panel fried for no reason (overnight, we werent even using it at the time!) Not under warranty and almost $200 to fix a $800 appliance. Fifty dollar microwaves last way longer than this! We are paying to fix, but if it haopens again, we will just put a regular microwave in that space.",2015-01-26,"Not good Same as the other one star reviews. Less than 2 years, panel fried for no reason (overnight, we werent even using it at the time!) Not under warranty and almost $200 to fix a $800 appliance. Fifty dollar microwaves last way longer than this! We are paying to fix, but if it haopens again, we will just put a regular microwave in that space.",66,neg,2.772222222222222,1.0,0.0012758356723653994,0.003179760470060801
487,981162112,ge jes0736spss 0.7 cu. ft. countertop microwave oven with 700 watts - stainless steel,2.0,0.0,0.0,0.0,0.0,GE Should Be Sued For Selling This Piece Of Junk,"UPDATE, DECEMBER 2015: I posted this review in January. The microwave stopped working altogether in June 2015. If you find this model anywhere online I advise you DO NOT BUY IT....<br /><br />Full disclosure - I usually make my purchases from Amazon but I had a coupon for 15% off any item at PC Richards (a local store) and was fooled into buying this when it was recommended to me by a salesman. I've owned it for just over 2 years now. Most problems started immediately. I will never buy another GE microwave for this reason, and I'm considering never buying any GE product - anything that takes electricity to run must be made much better for safety reasons, and this is one of the worse electronic appliances I've ever purchased.<br /><br />PROS: none that I know of. No wonder it's discontinued.<br /><br />CONS:<br /><br />&#62; Very soon after the warranty ended we started smelling burnt plastic whenever it was used for any length of time, at any power level. The smell lingers and gets into your food.<br /><br />&#62; When cooking anything, a baked potato for example, the moisture from the food gets trapped inside the oven an pours out when you open the door. The walls, floor, and ceiling of the microwave are dripping wet and must be dried after each use unless you want to end up with a muggy mungy moldy mess after a few weeks. And no, the vent is not blocked on the outside. On the inside, maybe, but that would be a defect the consumer cannot see or fix.<br /><br />&#62; Door open button is very flimsy.<br /><br />&#62; Light stays on when you close the door (when you're done) if you are not careful. You must make sure door closes completely - even if it looks closed it might not be and if the lights are on in the kitchen you might not notice the interior light of the microwave is still on - this can make it over heat (I came back hours later and the inside of the oven was very warm) and may blow out the bulb, which normally lasts the lifetime of the oven.<br /><br />&#62; Vents are on the left side, not the top or bottom. This means venting can be difficult if you have something sitting next to it on the left side. See my photo.<br /><br />&#62; All buttons are hard to push, which is not good for those with disability or arthritis.<br /><br />&#62; The clock timer (the one used when not cooking) is tricky to stop - you must read the manual to figure it out because you can't use common sense for this one; manual says you must press timer button and hold for at least 3 seconds to stop this timer.<br /><br />&#62; If you make a mistake when using the cooking timer you can easily add more time to cooking than you planned. For example, I pressed 14 minutes but wanted to change it to 12, so I tried to clear it and thought I did, but when the 12 minutes of cooking time was done it started again on its own for another 14 minutes. There was nothing to warn me this would happen and I could find nothing in the manual that explains it.<br /><br />&#62; No minute button, only 30 second increments.<br /><br />&#62; Turntable moves out of place very easily, like when you place an item on it or remove something from inside the microwave. The groves that hold it in place are shallow so this allows it to move out of place with just a small nudge. Very annoying.<br /><br />&#62; Emails to GE were never answered.62; Vents are on the left side, not the top or bottom. This means venting can be difficult if you have something sitting next to it on the left side. See my photo.<br /><br />&#62; All buttons are hard to push, which is not good for those with disability or arthritis.<br /><br />&#62; The clock timer (the one used when not cooking) is tricky to stop - you must read the manual to figure it out because you can't use common sense for this one; manual says you must press timer button and hold for at least 3 seconds to stop this timer.<br /><br />&#62; If you make a mistake when using the cooking timer you can easily add more time to cooking than you planned. For example, I pressed 14 minutes but wanted to change it to 12, so I tried to clear it and thought I did, but when the 12 minutes of cooking time was done it started again on its own for another 14 minutes. There was nothing to warn me this would happen and I could find nothing in the manual that explains it.<br /><br />&#62; No minute button, only 30 second increments.<br /><br />&#62; Turntable moves out of place very easily, like when you place an item on it or remove something from inside the microwave. The groves that hold it in place are shallow so this allows it to move out of place with just a small nudge. Very annoying.<br /><br />&#62; Emails to GE were never answered.",2015-01-26,"GE Should Be Sued For Selling This Piece Of Junk UPDATE, DECEMBER 2015: I posted this review in January. The microwave stopped working altogether in June 2015. If you find this model anywhere online I advise you DO NOT BUY IT....<br /><br />Full disclosure - I usually make my purchases from Amazon but I had a coupon for 15% off any item at PC Richards (a local store) and was fooled into buying this when it was recommended to me by a salesman. I've owned it for just over 2 years now. Most problems started immediately. I will never buy another GE microwave for this reason, and I'm considering never buying any GE product - anything that takes electricity to run must be made much better for safety reasons, and this is one of the worse electronic appliances I've ever purchased.<br /><br />PROS: none that I know of. No wonder it's discontinued.<br /><br />CONS:<br /><br />&#62; Very soon after the warranty ended we started smelling burnt plastic whenever it was used for any length of time, at any power level. The smell lingers and gets into your food.<br /><br />&#62; When cooking anything, a baked potato for example, the moisture from the food gets trapped inside the oven an pours out when you open the door. The walls, floor, and ceiling of the microwave are dripping wet and must be dried after each use unless you want to end up with a muggy mungy moldy mess after a few weeks. And no, the vent is not blocked on the outside. On the inside, maybe, but that would be a defect the consumer cannot see or fix.<br /><br />&#62; Door open button is very flimsy.<br /><br />&#62; Light stays on when you close the door (when you're done) if you are not careful. You must make sure door closes completely - even if it looks closed it might not be and if the lights are on in the kitchen you might not notice the interior light of the microwave is still on - this can make it over heat (I came back hours later and the inside of the oven was very warm) and may blow out the bulb, which normally lasts the lifetime of the oven.<br /><br />&#62; Vents are on the left side, not the top or bottom. This means venting can be difficult if you have something sitting next to it on the left side. See my photo.<br /><br />&#62; All buttons are hard to push, which is not good for those with disability or arthritis.<br /><br />&#62; The clock timer (the one used when not cooking) is tricky to stop - you must read the manual to figure it out because you can't use common sense for this one; manual says you must press timer button and hold for at least 3 seconds to stop this timer.<br /><br />&#62; If you make a mistake when using the cooking timer you can easily add more time to cooking than you planned. For example, I pressed 14 minutes but wanted to change it to 12, so I tried to clear it and thought I did, but when the 12 minutes of cooking time was done it started again on its own for another 14 minutes. There was nothing to warn me this would happen and I could find nothing in the manual that explains it.<br /><br />&#62; No minute button, only 30 second increments.<br /><br />&#62; Turntable moves out of place very easily, like when you place an item on it or remove something from inside the microwave. The groves that hold it in place are shallow so this allows it to move out of place with just a small nudge. Very annoying.<br /><br />&#62; Emails to GE were never answered.62; Vents are on the left side, not the top or bottom. This means venting can be difficult if you have something sitting next to it on the left side. See my photo.<br /><br />&#62; All buttons are hard to push, which is not good for those with disability or arthritis.<br /><br />&#62; The clock timer (the one used when not cooking) is tricky to stop - you must read the manual to figure it out because you can't use common sense for this one; manual says you must press timer button and hold for at least 3 seconds to stop this timer.<br /><br />&#62; If you make a mistake when using the cooking timer you can easily add more time to cooking than you planned. For example, I pressed 14 minutes but wanted to change it to 12, so I tried to clear it and thought I did, but when the 12 minutes of cooking time was done it started again on its own for another 14 minutes. There was nothing to warn me this would happen and I could find nothing in the manual that explains it.<br /><br />&#62; No minute button, only 30 second increments.<br /><br />&#62; Turntable moves out of place very easily, like when you place an item on it or remove something from inside the microwave. The groves that hold it in place are shallow so this allows it to move out of place with just a small nudge. Very annoying.<br /><br />&#62; Emails to GE were never answered.",886,neu,3.084322916666667,0.0,0.0,0.0
496,295520151,sharp microwave drawer oven,3.0,1.0,1.0,0.0,0.0,It was great for the 23 months that it worked,"Paid an obscene amount of money for a 24&#34; Sharp microwave drawer. It was great for the 23 months that it worked. Died suddenly a few weeks ago (purchased February 2013). When it blew a fuse and then died I called appliance place where I had purchased it. I was told that I had to call Sharp directly. I did so. Spent 30 minutes on the phone telling my story to 4 very nice people at Sharp. They said that they would review my case and call me back in a few days. They called and said that someone from a local appliance place would come and look at it. Service men came, diagnosed the problem - something just blew up - and I was told that I would have to wait to here from Sharp. Local service person called back (very nice person) and he told me that Sharp would pay for the diagnostic visit only. If I chose to repair it, it would cost $180. I called Sharp - &#34;sorry, warranty over.&#34; We paid $900 for a microwave that lasted less than 2 years. That is what we get for spending so much money on a microwave!",2015-01-23,"It was great for the 23 months that it worked Paid an obscene amount of money for a 24&#34; Sharp microwave drawer. It was great for the 23 months that it worked. Died suddenly a few weeks ago (purchased February 2013). When it blew a fuse and then died I called appliance place where I had purchased it. I was told that I had to call Sharp directly. I did so. Spent 30 minutes on the phone telling my story to 4 very nice people at Sharp. They said that they would review my case and call me back in a few days. They called and said that someone from a local appliance place would come and look at it. Service men came, diagnosed the problem - something just blew up - and I was told that I would have to wait to here from Sharp. Local service person called back (very nice person) and he told me that Sharp would pay for the diagnostic visit only. If I chose to repair it, it would cost $180. I called Sharp - &#34;sorry, warranty over.&#34; We paid $900 for a microwave that lasted less than 2 years. That is what we get for spending so much money on a microwave!",209,neu,3.199365079365079,1.0,0.00025516713447307985,0.0008109500524537773
498,618770050,ge profile pvm1790 stainless steel over-the-range microwave oven,2.0,0.0,0.0,0.0,0.0,wish I had read reviews on the GE microwaves before ...,wish I had read reviews on the GE microwaves before purchasing one..Totally fried after only 2 years..Stay away from over the range GE microwaves..Junk,2015-01-22,wish I had read reviews on the GE microwaves before ... wish I had read reviews on the GE microwaves before purchasing one..Totally fried after only 2 years..Stay away from over the range GE microwaves..Junk,35,neu,3.0,0.0,0.0,0.0
499,542519500,"whirlpool wmh31017fs 1.7 cu. ft. over-the-range, combination microwave oven, stainless steel, 1000 watt",4.0,1.0,1.0,0.0,0.0,This microwave is a winner.,"I purchased this microwave at Best Buy. From reading the other reviews I guess Whirlpool does have a problem with the way these units are packaged. My LG microwave suddenly stopped working and I am ashamed to say that the majority of my cooking is done in the microwave - TV dinners, oatmeal, popcorn etc. so I wanted to buy and take home my purchase immediately. After shopping at Home Depot, Lowes and Costco I found that none of these retailers kept over the range microwaves in stock. The same proved to be the situation at Best Buy except they had this Whirlpool microwave that had been returned because of shipping damage and was available for immediate sale and for $100.00 off its $249.99 regular price because of a large dent on the left rear that cannot be seen after installation. I had read reviews and intended to buy a Samsung unit but, I did not want to wait 3 days for delivery and for $150.00 I figured it was worth the risk. The installation went well, I found the instructions and templates provided good information on the installation procedure. I was able to install this microwave by myself. The LG unit I was replacing came with the home so I don't know how old it was (other than I bought my home 1-1/2 years ago) and it was considerable heavier than the Whirlpool unit. The door on the Whirlpool unit opens and closes better than the LG unit, it is extremely easy to operate and has been functioning flawlessly for the 2 weeks I've had it installed. I have never been a fan of Whirlpool dating back many years ago to a Whirlpool washing machine I had owned, bad memories last a long time. This purchase seems to be a winner for its appearance, ease of installation, its functionality and unbeatable price. If anything in this situation changes I will update this review, but as of today I could not be happier with the service it is providing me.",2015-01-22,"This microwave is a winner. I purchased this microwave at Best Buy. From reading the other reviews I guess Whirlpool does have a problem with the way these units are packaged. My LG microwave suddenly stopped working and I am ashamed to say that the majority of my cooking is done in the microwave - TV dinners, oatmeal, popcorn etc. so I wanted to buy and take home my purchase immediately. After shopping at Home Depot, Lowes and Costco I found that none of these retailers kept over the range microwaves in stock. The same proved to be the situation at Best Buy except they had this Whirlpool microwave that had been returned because of shipping damage and was available for immediate sale and for $100.00 off its $249.99 regular price because of a large dent on the left rear that cannot be seen after installation. I had read reviews and intended to buy a Samsung unit but, I did not want to wait 3 days for delivery and for $150.00 I figured it was worth the risk. The installation went well, I found the instructions and templates provided good information on the installation procedure. I was able to install this microwave by myself. The LG unit I was replacing came with the home so I don't know how old it was (other than I bought my home 1-1/2 years ago) and it was considerable heavier than the Whirlpool unit. The door on the Whirlpool unit opens and closes better than the LG unit, it is extremely easy to operate and has been functioning flawlessly for the 2 weeks I've had it installed. I have never been a fan of Whirlpool dating back many years ago to a Whirlpool washing machine I had owned, bad memories last a long time. This purchase seems to be a winner for its appearance, ease of installation, its functionality and unbeatable price. If anything in this situation changes I will update this review, but as of today I could not be happier with the service it is providing me.",345,neu,3.4997929606625258,1.0,0.00025516713447307985,0.0009622301578037599
501,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,0.0,0.0,0.0,perfect ,"I was looking for something small and not too expensive. Then I found this. I ordered it around 7pm and before I could finish making my coffee the next day, my item was at my door. I was amazed by the fast delivery. Five stars 🌃⭐⭐⭐⭐⭐ to them. And plus it was just what I wanted works well too. 😊",2015-01-22,"perfect  I was looking for something small and not too expensive. Then I found this. I ordered it around 7pm and before I could finish making my coffee the next day, my item was at my door. I was amazed by the fast delivery. Five stars 🌃⭐⭐⭐⭐⭐ to them. And plus it was just what I wanted works well too. 😊",62,neu,3.18,0.0,0.0,0.0
522,423421857,danby 0.7 cu.ft. countertop microwave,4.0,0.0,1.0,0.0,0.0,Five Stars,works well,2015-01-09,Five Stars works well,4,neu,3.0,0.0,0.0,0.0
526,295520151,sharp microwave drawer oven,3.0,4.0,6.0,0.0,0.0,This is a money pit,"2 years ago we completely remodeled our kitchen and I was really excited when I found the KB-6524ps because I wanted a built-in microwave for the island. All the cabinets were custom made and one side of the island was designed to accommodate the KB-6524ps dimensions. For the first 13 months we loved this product, then the automatic open/close door feature stopped working. I called Panasonic and they were no help since it was out of warranty. I searched the internet for a authorized repair company and when I called them, they gave me a price of $295 to repair the problem (including travel), so we decided to live with manually opening and closing the door.<br /><br />3 months later, we were using the microwave and we noticed a burning smell. We shut the microwave off and waited a while and tried it again. Same thing only stronger smell. I called the same repair company and they told me the motor had gone and that this is a typical problem with these units. To replace the motor was $610 including travel. So we stopped using the microwave.<br /><br />2 weeks ago we had a problem with the ice maker on our new GE profile refrigerator so I call a GE repair company who also repairs and warranties other manufacturers' products. They came out and fixed the ice maker and since their repairs are warrantied for 5 years, I asked them to look at the microwave. They also said it was the motor but they would not repair it because they have found these unit have a tendency to catch fire.<br /><br />Well, I will never by another Panasonic product EVER. For the price of this unit and how cheaply made, I could find other ways to waste my money.<br /><br />I am purchasing the Bosch built-in to replace the Panasonic but I need to have the cabinet maker modify the opening since the Bosch is 1&#34; longer.",2015-01-08,"This is a money pit 2 years ago we completely remodeled our kitchen and I was really excited when I found the KB-6524ps because I wanted a built-in microwave for the island. All the cabinets were custom made and one side of the island was designed to accommodate the KB-6524ps dimensions. For the first 13 months we loved this product, then the automatic open/close door feature stopped working. I called Panasonic and they were no help since it was out of warranty. I searched the internet for a authorized repair company and when I called them, they gave me a price of $295 to repair the problem (including travel), so we decided to live with manually opening and closing the door.<br /><br />3 months later, we were using the microwave and we noticed a burning smell. We shut the microwave off and waited a while and tried it again. Same thing only stronger smell. I called the same repair company and they told me the motor had gone and that this is a typical problem with these units. To replace the motor was $610 including travel. So we stopped using the microwave.<br /><br />2 weeks ago we had a problem with the ice maker on our new GE profile refrigerator so I call a GE repair company who also repairs and warranties other manufacturers' products. They came out and fixed the ice maker and since their repairs are warrantied for 5 years, I asked them to look at the microwave. They also said it was the motor but they would not repair it because they have found these unit have a tendency to catch fire.<br /><br />Well, I will never by another Panasonic product EVER. For the price of this unit and how cheaply made, I could find other ways to waste my money.<br /><br />I am purchasing the Bosch built-in to replace the Panasonic but I need to have the cabinet maker modify the opening since the Bosch is 1&#34; longer.",332,neu,3.197632575757576,0.6666666666666666,0.000680445691928213,0.0022125203807317247
553,242727854,profile 2.2 cu. ft. countertop microwave w/child lockout and extra large,2.0,1.0,1.0,0.0,0.0,"Before you hit purchase, be warned.","Warning: Stay away from this microwave.  It looks pretty, but it will cost you.  Read the other reviews about its unreliability, GE's poor service, and the expense of repairing this product.  I should have done that before we purchased ours.  If your product is still under the one-year warranty, maybe you have a shot at breaking even.  Ours stopped working just a few months after the 12-month warranty expired.  If you're not under warranty, this is an appliance nightmare, which begins with a $99 service charge so the GE authorized repairman can tell you how much it will actually cost you to repair the microwave (parts and labor).  Not sure how you can ever cost-justify repairing one of these.  Update: GE told us it was not cost effective to repair the unit, but they did offer a $200 rebate toward another GE microwave.  Still can't recommend the unit.",2014-12-29,"Before you hit purchase, be warned. Warning: Stay away from this microwave.  It looks pretty, but it will cost you.  Read the other reviews about its unreliability, GE's poor service, and the expense of repairing this product.  I should have done that before we purchased ours.  If your product is still under the one-year warranty, maybe you have a shot at breaking even.  Ours stopped working just a few months after the 12-month warranty expired.  If you're not under warranty, this is an appliance nightmare, which begins with a $99 service charge so the GE authorized repairman can tell you how much it will actually cost you to repair the microwave (parts and labor).  Not sure how you can ever cost-justify repairing one of these.  Update: GE told us it was not cost effective to repair the unit, but they did offer a $200 rebate toward another GE microwave.  Still can't recommend the unit.",154,neu,3.01875,1.0,0.00025516713447307985,0.0006936186645823479
566,215953885,"samsung smh1816 1.8 cu. ft. over the range microwave with sensor cooking,",2.0,0.0,0.0,0.0,0.0,"In 40 years of buying appliances, worst purchase I ever made!","One of the worst appliances I ever bought.  And customer support on an issue with it was horrendous, and then non-existent.  I recommend anyone considering this unit to finish off their kitchen matched set of other Samsung products forgo aesthetics and get something else.  First, as others have stated, the control panel is awful.  It it hard to read and the buttons are set in such a way (presumable to keep someone from pushing a button unintended with cleaning the panel) that you have to press very hard in exactly the right spot.  No feel and go with this unit.  The food, in spite of the revolving turntable, does not heat evenly. The stainless steel for some odd reason is difficult to clean (exterior).  We have had other stainless steel appliances from other companies that cleaned easily. Then,  a short time after warranty expired, the unit failed to work.  It turns out some of the factory work was not done well on the circuit board and a loose connection caused a short and burned out the primary &#34;microwave&#34; unit.  The dealer told us it was out of warranty, so we had it repaired, then one of their repair people said it was a defect, not a warranty issue and I should contact Samsung.  They used every excuse in the book, and finally said something along the lines of &#34;policy does not allow us to ever pay out of pocket expense, regardless of the cause or situation&#34;.  End of story, end of Samsung.  Later, a salesperson told me they have had numerous complaints about the unit.  Samsung TV's are great.  But I will never own another one of their cheaply manufactured appliances!",2014-12-23,"In 40 years of buying appliances, worst purchase I ever made! One of the worst appliances I ever bought.  And customer support on an issue with it was horrendous, and then non-existent.  I recommend anyone considering this unit to finish off their kitchen matched set of other Samsung products forgo aesthetics and get something else.  First, as others have stated, the control panel is awful.  It it hard to read and the buttons are set in such a way (presumable to keep someone from pushing a button unintended with cleaning the panel) that you have to press very hard in exactly the right spot.  No feel and go with this unit.  The food, in spite of the revolving turntable, does not heat evenly. The stainless steel for some odd reason is difficult to clean (exterior).  We have had other stainless steel appliances from other companies that cleaned easily. Then,  a short time after warranty expired, the unit failed to work.  It turns out some of the factory work was not done well on the circuit board and a loose connection caused a short and burned out the primary &#34;microwave&#34; unit.  The dealer told us it was out of warranty, so we had it repaired, then one of their repair people said it was a defect, not a warranty issue and I should contact Samsung.  They used every excuse in the book, and finally said something along the lines of &#34;policy does not allow us to ever pay out of pocket expense, regardless of the cause or situation&#34;.  End of story, end of Samsung.  Later, a salesperson told me they have had numerous complaints about the unit.  Samsung TV's are great.  But I will never own another one of their cheaply manufactured appliances!",292,neu,2.8697527472527473,0.0,0.0,0.0
