,product_parent,product_title,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,review_headline_body,words,sentiment,sentiment_val,helpful_rate,c,r
8903,380619977,wubbanub tabby kitten pacifier,4.0,0.0,0.0,0.0,0.0,Five Stars,Love the Wubbanub's,2014-08-25,Five Stars Love the Wubbanub's,5,neu,4.0,0.0,0.0,0.0
8910,115431579,nuk pack of 4 trendline orthodontic pacifier bundle pack,4.0,0.0,0.0,0.0,0.0,Five Stars,Came early & exactly what we wanted!!,2014-08-25,Five Stars Came early & exactly what we wanted!!,9,neu,3.490625,0.0,0.0,0.0
8919,450475749,wubbanub brown monkey pacifier,5.0,0.0,0.0,0.0,0.0,the best,love this item,2014-08-24,the best love this item,5,pos,4.5,0.0,0.0,0.0
8931,295960359,the original billy-bob teeth two front teeth pacifier,1.0,0.0,0.0,0.0,0.0,One Star,Dirty and unwrapped!,2014-08-23,One Star Dirty and unwrapped!,5,neg,1.5,0.0,0.0,0.0
8934,128958612,voberry funny infant mustache pacifier,4.0,0.0,0.0,0.0,0.0,None available.,None available.,2014-08-23,None available. None available.,4,neu,3.8,0.0,0.0,0.0
8936,450475749,wubbanub brown monkey pacifier,4.0,0.0,0.0,0.0,0.0,I have a set of newborn twins... ...,I have a set of newborn twins... We received these as a gift and out of the many pacifiers that we have received we only use these two.,2014-08-22,I have a set of newborn twins... ... I have a set of newborn twins... We received these as a gift and out of the many pacifiers that we have received we only use these two.,36,neu,3.5,0.0,0.0,0.0
9019,838023597,the first years newborn pacifiers - 2 pack (discontinued by manufacturer),4.0,0.0,0.0,0.0,0.0,Five Stars,Almost like the ones from the hospital,2014-08-21,Five Stars Almost like the ones from the hospital,9,neu,3.0,0.0,0.0,0.0
9020,812583172,wubbanub brown puppy pacifier,4.0,0.0,0.0,0.0,0.0,SON LOVED!!! Perfect for them to find a Pacifier on their own,My son Loves these WubbaNub Pacifiers. They have been wonderful especially at night - his can find his pacifier on his own and it doesn't fall out of the crib bars very easily. Sits great on his chest while on long car rides so he can find again when he wakes. We ended up owning 4 different character ones during the life of his pacifier using time. I'd recommend one with a dark color as they do get dirty. I'd wash them with the regular laundry and they held up pretty well.,2014-08-21,SON LOVED!!! Perfect for them to find a Pacifier on their own My son Loves these WubbaNub Pacifiers. They have been wonderful especially at night - his can find his pacifier on his own and it doesn't fall out of the crib bars very easily. Sits great on his chest while on long car rides so he can find again when he wakes. We ended up owning 4 different character ones during the life of his pacifier using time. I'd recommend one with a dark color as they do get dirty. I'd wash them with the regular laundry and they held up pretty well.,104,neu,3.7161904761904765,0.0,0.0,0.0
9026,52118951,bink link pacifier attacher by fruitabees - skully,4.0,0.0,0.0,0.0,0.0,Three Stars,Great!,2014-08-19,Three Stars Great!,3,pos,5.0,0.0,0.0,0.0
9029,867638761,nuk orthostar soft silicone orthodontic pacifiers 0-3 months- blue/green,4.0,0.0,0.0,0.0,0.0,Five Stars,Best pacifier ever! Hard to find.,2014-08-19,Five Stars Best pacifier ever! Hard to find.,8,neu,3.708333333333333,0.0,0.0,0.0
9046,464288222,mary meyer wubbanub infant pacifier,4.0,1.0,2.0,0.0,0.0,Perfect Baby Girl Paci!,"My son was physically attached to his frog wubbanub as a baby so of course as I found out we were pregnant again, and this time with a girl, buying a new wubbanub was high on my list. This is a different brand then the frog we had, I'm not really sure how that works since they're both called wubbanubs but that's how it seems. Still, she loves it. I've had no problems with it sliding and I think the design is so cute! Mine is more pastel and less bright than the elephant picture on here which is exactly how I like it. Our favorite pacifiers by far!",2014-08-19,"Perfect Baby Girl Paci! My son was physically attached to his frog wubbanub as a baby so of course as I found out we were pregnant again, and this time with a girl, buying a new wubbanub was high on my list. This is a different brand then the frog we had, I'm not really sure how that works since they're both called wubbanubs but that's how it seems. Still, she loves it. I've had no problems with it sliding and I think the design is so cute! Mine is more pastel and less bright than the elephant picture on here which is exactly how I like it. Our favorite pacifiers by far!",113,neu,3.559004329004329,0.5,0.00023969319271332693,0.0008950225602236669
9048,572944212,wubbanub ella bella pink elephant soothie baby pacifier new,4.0,0.0,0.0,0.0,0.0,Perfect Baby Girl Paci!,"My son was physically attached to his frog wubbanub as a baby so of course as I found out we were pregnant again, and this time with a girl, buying a new wubbanub was high on my list. This is a different brand then the frog we had, I'm not really sure how that works since they're both called wubbanubs but that's how it seems. Still, she loves it. I've had no problems with it sliding and I think the design is so cute! Mine is more pastel and less bright than the elephant picture on here which is exactly how I like it. Our favorite pacifiers by far!",2014-08-19,"Perfect Baby Girl Paci! My son was physically attached to his frog wubbanub as a baby so of course as I found out we were pregnant again, and this time with a girl, buying a new wubbanub was high on my list. This is a different brand then the frog we had, I'm not really sure how that works since they're both called wubbanubs but that's how it seems. Still, she loves it. I've had no problems with it sliding and I think the design is so cute! Mine is more pastel and less bright than the elephant picture on here which is exactly how I like it. Our favorite pacifiers by far!",113,neu,3.559004329004329,0.0,0.0,0.0
9054,508170926,wubbanub infant plush toy pacifier green frog,4.0,1.0,1.0,0.0,0.0,My Son's First Friend,"My son has never liked stuffed animals, he's now two and still has no interest, but he LOVED his frog. The pacifier was fantastic obviously but what I really loved about the wubbanub frog was that even after he weaned himself at five months he still liked to carry around and cuddle the frog. When I worked in pediatrics we were given a bunch for free in an attempt to get the hospital to sign on to purchasing them, sadly they did not but during that time I was sold. They're easy to find if dropped or in the bottom of an overpacked diaper bag and they balance on top of swaddled babies. But really the reason I love them now are the dozens of photos I have of my baby boy cuddling his little frog. We recently got a bunch of his baby things out if storage and the one thing he refuses to share with his sister is his frog, she had to get her own wubbanub.",2014-08-19,"My Son's First Friend My son has never liked stuffed animals, he's now two and still has no interest, but he LOVED his frog. The pacifier was fantastic obviously but what I really loved about the wubbanub frog was that even after he weaned himself at five months he still liked to carry around and cuddle the frog. When I worked in pediatrics we were given a bunch for free in an attempt to get the hospital to sign on to purchasing them, sadly they did not but during that time I was sold. They're easy to find if dropped or in the bottom of an overpacked diaper bag and they balance on top of swaddled babies. But really the reason I love them now are the dozens of photos I have of my baby boy cuddling his little frog. We recently got a bunch of his baby things out if storage and the one thing he refuses to share with his sister is his frog, she had to get her own wubbanub.",173,neu,3.536979166666667,1.0,0.00047938638542665386,0.0018104638338161704
9056,515907812,nuby paci cradle pacifier box,5.0,0.0,0.0,0.0,0.0,Five Stars,Very good,2014-08-19,Five Stars Very good,4,pos,4.82,0.0,0.0,0.0
9057,110124739,wubbanub infant pacifier ~ red dog & green frog,4.0,0.0,0.0,0.0,0.0,My Son's First Friend,"My son has never liked stuffed animals, he's now two and still has no interest, but he LOVED his frog. The pacifier was fantastic obviously but what I really loved about the wubbanub frog was that even after he weaned himself at five months he still liked to carry around and cuddle the frog. When I worked in pediatrics we were given a bunch for free in an attempt to get the hospital to sign on to purchasing them, sadly they did not but during that time I was sold. They're easy to find if dropped or in the bottom of an overpacked diaper bag and they balance on top of swaddled babies. But really the reason I love them now are the dozens of photos I have of my baby boy cuddling his little frog. We recently got a bunch of his baby things out if storage and the one thing he refuses to share with his sister is his frog, she had to get her own wubbanub.",2014-08-19,"My Son's First Friend My son has never liked stuffed animals, he's now two and still has no interest, but he LOVED his frog. The pacifier was fantastic obviously but what I really loved about the wubbanub frog was that even after he weaned himself at five months he still liked to carry around and cuddle the frog. When I worked in pediatrics we were given a bunch for free in an attempt to get the hospital to sign on to purchasing them, sadly they did not but during that time I was sold. They're easy to find if dropped or in the bottom of an overpacked diaper bag and they balance on top of swaddled babies. But really the reason I love them now are the dozens of photos I have of my baby boy cuddling his little frog. We recently got a bunch of his baby things out if storage and the one thing he refuses to share with his sister is his frog, she had to get her own wubbanub.",173,neu,3.536979166666667,0.0,0.0,0.0
9067,911821018,wubbanub lamb infant pacifier,5.0,0.0,0.0,0.0,0.0,Five Stars,works wonderfully,2014-08-18,Five Stars works wonderfully,4,pos,5.0,0.0,0.0,0.0
9070,450475749,wubbanub brown monkey pacifier,4.0,0.0,0.0,0.0,0.0,It is perfect for using in the car seat because it stays ...,My daughter absolutely loves her monkey!  It is perfect for using in the car seat because it stays in!  It's definitely worth the price!,2014-08-17,It is perfect for using in the car seat because it stays ... My daughter absolutely loves her monkey!  It is perfect for using in the car seat because it stays in!  It's definitely worth the price!,37,pos,4.005,0.0,0.0,0.0
9074,179903806,3ct diamond pacifier (278 pave set diamonds),4.0,0.0,0.0,0.0,0.0,I'm sure this would be great for some babies but since mine prefers his thumb ...,"I'm sure this would be great for some babies but since mine prefers his thumb he won't even try this out. We decided to go with a 5K platinum band thumb ring, you know just so he doesn't feel neglected.",2014-08-17,"I'm sure this would be great for some babies but since mine prefers his thumb ... I'm sure this would be great for some babies but since mine prefers his thumb he won't even try this out. We decided to go with a 5K platinum band thumb ring, you know just so he doesn't feel neglected.",56,pos,4.3,0.0,0.0,0.0
9078,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",3.0,0.0,0.0,0.0,0.0,Glow.. ish.,"They glow, kind of... My daughter hated them but hey, she's not the one reviewing these things.",2014-08-17,"Glow.. ish. They glow, kind of... My daughter hated them but hey, she's not the one reviewing these things.",19,neg,2.7,0.0,0.0,0.0
9098,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",4.0,1.0,2.0,0.0,0.0,Cheaper at Target,MAM pacifiers are the best.  My son only likes MAM.  He spits out other brands like Nuk and Philips Avente Soothies.  These glow in the dark ones are perfect for bed time.  We have been using two for a few months now and they still glow in the dark.  You can recharge them by putting them under a bright light before bed.  No more looking for pacifiers in the dark.<br /><br />All MAM products are much cheaper at Target.,2014-08-15,Cheaper at Target MAM pacifiers are the best.  My son only likes MAM.  He spits out other brands like Nuk and Philips Avente Soothies.  These glow in the dark ones are perfect for bed time.  We have been using two for a few months now and they still glow in the dark.  You can recharge them by putting them under a bright light before bed.  No more looking for pacifiers in the dark.<br /><br />All MAM products are much cheaper at Target.,82,neu,3.440909090909091,0.5,0.00023969319271332693,0.00086802374853688
9100,128958612,voberry funny infant mustache pacifier,5.0,0.0,0.0,0.0,0.0,I Like it,very funny and nice! I like it :D,2014-08-15,I Like it very funny and nice! I like it :D,11,pos,4.383333333333334,0.0,0.0,0.0
9106,381226741,philips avent bpa free contemporary freeflow pacifier,4.0,0.0,0.0,0.0,0.0,Five Stars,Excelente,2014-08-13,Five Stars Excelente,3,neu,3.0,0.0,0.0,0.0
9109,572944212,wubbanub soft toy and pacifier,4.0,0.0,0.0,0.0,0.0,Five Stars,"Cute, original idea. I bet my friend's baby won't be so quick to drop this binky.",2014-08-13,"Five Stars Cute, original idea. I bet my friend's baby won't be so quick to drop this binky.",18,neu,3.8055555555555554,0.0,0.0,0.0
9114,674038347,babypro - cowboy mustache pacifier,4.0,1.0,1.0,0.0,0.0,Four Stars,Looks cool! Does the job:),2014-08-13,Four Stars Looks cool! Does the job:),7,neu,3.9375,1.0,0.00047938638542665386,0.0018679266074327918
9150,295960359,the original billy-bob teeth two front teeth pacifier,3.0,0.0,0.0,0.0,0.0,Four Stars,These are so funny. But dont boil makes a lil different color around the teeth.,2014-08-11,Four Stars These are so funny. But dont boil makes a lil different color around the teeth.,17,neu,3.25,0.0,0.0,0.0
9225,719101633,nuk orthostar soft orthodontic pacifiers girl 0-3 months bpa free new nuk size,4.0,0.0,0.0,0.0,0.0,My girls' favorites!,My twin girls LOVE these pacifiers.  They'll take others but not for long.  These are their favorite.,2014-08-10,My girls' favorites! My twin girls LOVE these pacifiers.  They'll take others but not for long.  These are their favorite.,20,neu,3.6333333333333333,0.0,0.0,0.0
9235,955350284,dr. brown's prevent classic pacifier,4.0,22.0,25.0,0.0,0.0,READ BEFORE BUYING Worth the Money,I would definitely recommend these my son really liked these pacifiers. I don't think most people understand difference between these and something from 99 cent store. The fact is that babies feel comfortable when eating or breast feeding and using a pacifier replicates that warmth and comfort. They cant move on their own or use toys so this provides comfort and entertainment. but the bigger issue is sucking creates pressure that can damage structure of babies mouth causing crocked teeth or cross bites. So these are worth the money and that is why after a certain age you have to stop toddler from pacifier habit when they can use other toys and objects for comfort. This pacifier helps prevent dental damage from pacifier over usage. Also it states 0-6 month so after that find another pacifier size or other toys that they will enjoy. hope this is helpful if so please click the helpful link at the bottom.,2014-08-09,READ BEFORE BUYING Worth the Money I would definitely recommend these my son really liked these pacifiers. I don't think most people understand difference between these and something from 99 cent store. The fact is that babies feel comfortable when eating or breast feeding and using a pacifier replicates that warmth and comfort. They cant move on their own or use toys so this provides comfort and entertainment. but the bigger issue is sucking creates pressure that can damage structure of babies mouth causing crocked teeth or cross bites. So these are worth the money and that is why after a certain age you have to stop toddler from pacifier habit when they can use other toys and objects for comfort. This pacifier helps prevent dental damage from pacifier over usage. Also it states 0-6 month so after that find another pacifier size or other toys that they will enjoy. hope this is helpful if so please click the helpful link at the bottom.,164,neu,3.4714285714285715,0.88,0.009280920421860019,0.03454396153166262
9242,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,0.0,0.0,0.0,0.0,Fun!,Fun gift!  Great service... Thank you,2014-08-08,Fun! Fun gift!  Great service... Thank you,7,pos,4.033333333333333,0.0,0.0,0.0
9304,765403850,baby fanatic 2 count pacifiers,5.0,0.0,0.0,0.0,0.0,Five Stars,Very cute,2014-08-07,Five Stars Very cute,4,pos,4.3,0.0,0.0,0.0
9315,664402451,beardo beermo bottle & pacifier mustaches,2.0,1.0,6.0,0.0,0.0,"Save your money, or waste it, I don't care.",The only thing douchier than a Corona is a Corona with a lame hipster bandwagon mustache.,2014-08-05,"Save your money, or waste it, I don't care. The only thing douchier than a Corona is a Corona with a lame hipster bandwagon mustache.",25,neg,2.533333333333333,0.16666666666666666,7.989773090444231e-05,0.0001862401367334024
9318,295960359,the original billy-bob teeth two front teeth pacifier,4.0,0.0,0.0,0.0,0.0,Five Stars,Excelente,2014-08-05,Five Stars Excelente,3,neu,3.0,0.0,0.0,0.0
9321,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,1.0,1.0,0.0,0.0,Super cute!,These are high quality and super cute ! Worth every penny,2014-08-05,Super cute! These are high quality and super cute ! Worth every penny,13,neu,3.792222222222222,1.0,0.00047938638542665386,0.001821956646036786
9333,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,1.0,1.0,0.0,0.0,The cutest pacifiers ever!,"These are so cute! They are good for a boy or girl. Who says you have to be a boy to have a stach lol. These were well packaged and arrived very quickly. My son loves them. The pictures I got from this are awesome. My son is 18 months old and uses it just like his other paci's. Also, if you want to the mustache piece pops off and you still have a regular pacifier.",2014-08-03,"The cutest pacifiers ever! These are so cute! They are good for a boy or girl. Who says you have to be a boy to have a stach lol. These were well packaged and arrived very quickly. My son loves them. The pictures I got from this are awesome. My son is 18 months old and uses it just like his other paci's. Also, if you want to the mustache piece pops off and you still have a regular pacifier.",80,neu,3.8833333333333333,1.0,0.00047938638542665386,0.0018835850177063157
9336,667171015,fctry - baby pacifiers,3.0,0.0,0.0,0.0,0.0,Four Stars,no problems,2014-08-03,Four Stars no problems,4,neu,3.0,0.0,0.0,0.0
9337,869138578,wubbanub (tm) dragon pacifier!,4.0,0.0,0.0,0.0,0.0,Chiefest and Greatest of Calamities,"My little girl loves this wubbanub. She likes being able to grasp at it easily so she can pull it to her maw.<br /><br />I like to fly it around a bit before giving it to her saying &#34;I am fire, I am DEATH.&#34;",2014-08-03,"Chiefest and Greatest of Calamities My little girl loves this wubbanub. She likes being able to grasp at it easily so she can pull it to her maw.<br /><br />I like to fly it around a bit before giving it to her saying &#34;I am fire, I am DEATH.&#34;",49,pos,4.0183333333333335,0.0,0.0,0.0
9338,812583172,wubbanub brown puppy pacifier,4.0,0.0,1.0,0.0,0.0,Our grand son loves these wub a nubs he plays ...,Our grand son loves these wub a nubs he plays with the pet while it is in his mouth and  really calms him especially when he is in the car seat!,2014-08-03,Our grand son loves these wub a nubs he plays ... Our grand son loves these wub a nubs he plays with the pet while it is in his mouth and  really calms him especially when he is in the car seat!,42,neu,3.6,0.0,0.0,0.0
9340,128958612,voberry funny infant mustache pacifier,4.0,0.0,0.0,0.0,0.0,Cutest little pacifiers ever!,These are so adorable! I love them.,2014-08-03,Cutest little pacifiers ever! These are so adorable! I love them.,11,neu,3.59375,0.0,0.0,0.0
9342,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,1.0,1.0,0.0,0.0,These pacifiers are so much fun! My 18 month old loves looking at himself ...,These pacifiers are so much fun!  My 18 month old loves looking at himself in the mirror while he has them in his mouth.  The pacifiers are really great quality.  The mustaches are attached securely and I have no worries of them pulling out or breaking.  The plastic appears to be of high quality and durable. Very happy with them!,2014-08-02,These pacifiers are so much fun! My 18 month old loves looking at himself ... These pacifiers are so much fun!  My 18 month old loves looking at himself in the mirror while he has them in his mouth.  The pacifiers are really great quality.  The mustaches are attached securely and I have no worries of them pulling out or breaking.  The plastic appears to be of high quality and durable. Very happy with them!,75,neu,3.8275,1.0,0.00047938638542665386,0.0018625315241890675
9346,572944212,wubbanub ella bella pink elephant soothie baby pacifier new,3.0,0.0,0.0,0.0,0.0,Did not come in it's original packaging. It was ...,Did not come in it's original packaging.  It was put in a plastic bag but should have come in a tube.  It looks new but dingy.  It was on display or in the sun.  If kept in original packaging would kept it clean.,2014-08-02,Did not come in it's original packaging. It was ... Did not come in it's original packaging.  It was put in a plastic bag but should have come in a tube.  It looks new but dingy.  It was on display or in the sun.  If kept in original packaging would kept it clean.,53,neu,3.6512121212121214,0.0,0.0,0.0
9360,899854772,booginhead pacifier,4.0,0.0,0.0,0.0,0.0,Five Stars,This was a hit at the baby shower I went to.,2014-08-02,Five Stars This was a hit at the baby shower I went to.,13,neu,3.0,0.0,0.0,0.0
9364,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,1.0,1.0,0.0,0.0,I mustache you a question..,"...Aren't these just the cutest!! I have a 7 month old son and these binkies made the perfect photo op! He doesn't care for binkies but he managed to keep these in his mouth the longest of any other brand I've tried. (I'm thinking it's the fabulous mustache!) I love that they came with a case so they are easy to travel and you don't have to worry about what might get stuck on them while in the diaper bag or purse. I bought the one black and one brown set- the brown matched his blonde color hair the best, but the black is great too for photos! These would make a great gift for a new little one and surely make a baby a perfect gentleman!",2014-08-01,"I mustache you a question.. ...Aren't these just the cutest!! I have a 7 month old son and these binkies made the perfect photo op! He doesn't care for binkies but he managed to keep these in his mouth the longest of any other brand I've tried. (I'm thinking it's the fabulous mustache!) I love that they came with a case so they are easy to travel and you don't have to worry about what might get stuck on them while in the diaper bag or purse. I bought the one black and one brown set- the brown matched his blonde color hair the best, but the black is great too for photos! These would make a great gift for a new little one and surely make a baby a perfect gentleman!",132,neu,3.7904829545454546,1.0,0.00047938638542665386,0.0018765289189251113
9368,381325750,"wubbanub thready teddy pacifer, pink. baby, plush, toys, wabbanub, pacifier, babies, infant home improvement / accessories",4.0,0.0,0.0,0.0,0.0,Five Stars,Works great! Ordering a second to have as a backup!!,2014-08-01,Five Stars Works great! Ordering a second to have as a backup!!,12,neu,4.0,0.0,0.0,0.0
9369,221535473,"mam love & affection orthodontic pacifier, i love mommy, boy, 0-6 months, 2-count",4.0,1.0,2.0,0.0,0.0,Excellent Design and Extraordinary Cleaning Technology,"I purchased I don't know how many pacifiers without success. I received my first MAM in a promotional gift bag and then a friend with a two-year-old sent me a gift of her favorite baby things which also included my second pacifier. This is the only brand that my baby has used since birth, he spits the other pacifiers out after seconds.<br />As time goes on it's important to strategically place pacifiers throughout the house so I went on Amazon to purchase a few. These are slightly more expensive than the price Target offers, but with a newborn you don't really want to go to the store over and over again so Amazon Prime delivers much in 1 to 2 days. Of Course in my sleep deprived blur, I've misplaced them repeatedly so I recommend getting the clip<br />In addition to MAM's design, they make the cleaning easier where the sanitation in the packaging has been useful as well.",2014-08-01,"Excellent Design and Extraordinary Cleaning Technology I purchased I don't know how many pacifiers without success. I received my first MAM in a promotional gift bag and then a friend with a two-year-old sent me a gift of her favorite baby things which also included my second pacifier. This is the only brand that my baby has used since birth, he spits the other pacifiers out after seconds.<br />As time goes on it's important to strategically place pacifiers throughout the house so I went on Amazon to purchase a few. These are slightly more expensive than the price Target offers, but with a newborn you don't really want to go to the store over and over again so Amazon Prime delivers much in 1 to 2 days. Of Course in my sleep deprived blur, I've misplaced them repeatedly so I recommend getting the clip<br />In addition to MAM's design, they make the cleaning easier where the sanitation in the packaging has been useful as well.",165,neu,3.3953703703703706,0.5,0.00023969319271332693,0.0008796180712615747
9379,295960359,the original billy-bob teeth two front teeth pacifier,4.0,0.0,0.0,0.0,0.0,Five Stars,"Funny, funny.  Definitely worth the money.",2014-07-31,"Five Stars Funny, funny.  Definitely worth the money.",8,neu,3.533333333333333,0.0,0.0,0.0
9384,353197975,personalized pacifiers zebra pacifier,3.0,0.0,0.0,0.0,0.0,Three Stars,"IT SAYS WHEN U ORDER IT ITS PERSONALIZED,ALTHOUGH MINE WASNT.... BUT STILL ITS A PATTY,SO IT WORKS...",2014-07-31,"Three Stars IT SAYS WHEN U ORDER IT ITS PERSONALIZED,ALTHOUGH MINE WASNT.... BUT STILL ITS A PATTY,SO IT WORKS...",19,neu,3.0,0.0,0.0,0.0
9390,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,2.0,2.0,0.0,0.0,If you Mustache...,"Definitely worth the splurge on binkies!!!!  I received these and was surprised to see that they came with a case for each binkie.  It was perfect timing since we were headed out of the house.  I did a quick wash and sanitize, put the covers back on and threw them in my purse...waiting for that first wail from one of my littles on the way to our destination.<br /><br />These binkies are very well made, extremely sturdy and seem that they will last a very long time, even with the bite and wear that babiestoddlers can do.  I absolutely love the &#34;handle&#34; that hangs down from the front so that the binkie can be easy to grab, hold, carry - without having to touch the whole thing (for those germaphobes like muah).<br /><br />The plastic is almost a clearish color, which makes the entertainment factor of these binkies awesome since most of what you see is just the 'stach.  Be prepared to have your camera out the first time you use them.  Your kids will wonder why you are laughing and giggling like a child, and they will be stone cold serious as they suck away wondering what is so funny.  Pictures to last a lifetime.<br /><br />I coincidentally purchased stickers for my youngest that says &#34;If you Mustache, I am X months old&#34;.  Well guess what, guess what is going to accompany those monthly pictures?<br /><br />I love these binkies and would recommend them to anyone",2014-07-31,"If you Mustache... Definitely worth the splurge on binkies!!!!  I received these and was surprised to see that they came with a case for each binkie.  It was perfect timing since we were headed out of the house.  I did a quick wash and sanitize, put the covers back on and threw them in my purse...waiting for that first wail from one of my littles on the way to our destination.<br /><br />These binkies are very well made, extremely sturdy and seem that they will last a very long time, even with the bite and wear that babiestoddlers can do.  I absolutely love the &#34;handle&#34; that hangs down from the front so that the binkie can be easy to grab, hold, carry - without having to touch the whole thing (for those germaphobes like muah).<br /><br />The plastic is almost a clearish color, which makes the entertainment factor of these binkies awesome since most of what you see is just the 'stach.  Be prepared to have your camera out the first time you use them.  Your kids will wonder why you are laughing and giggling like a child, and they will be stone cold serious as they suck away wondering what is so funny.  Pictures to last a lifetime.<br /><br />I coincidentally purchased stickers for my youngest that says &#34;If you Mustache, I am X months old&#34;.  Well guess what, guess what is going to accompany those monthly pictures?<br /><br />I love these binkies and would recommend them to anyone",250,neu,3.451836332070707,1.0,0.0009587727708533077,0.0036351630747224486
9395,869431526,"wubbanub mary meyer gardenia bunny plush pacifier, purple (discontinued by manufacturer)",4.0,0.0,0.0,0.0,0.0,Five Stars,My daughter loves it she can hold it buy her self,2014-07-30,Five Stars My daughter loves it she can hold it buy her self,13,neu,3.0,0.0,0.0,0.0
9398,572944212,wubbanub soft toy and pacifier,4.0,0.0,0.0,0.0,0.0,"Ella Bella, too cute",Wubbanub is the best pacifier product on the market.  The Elle Bella Elephant is so cute.  My daughter lost her first wubbanub and I had a hard time finding a cute girly one to replace it in local stores.  I settled for a duck until I could find a better one and this was just what I was looking for.,2014-07-30,"Ella Bella, too cute Wubbanub is the best pacifier product on the market.  The Elle Bella Elephant is so cute.  My daughter lost her first wubbanub and I had a hard time finding a cute girly one to replace it in local stores.  I settled for a duck until I could find a better one and this was just what I was looking for.",64,neu,3.739583333333333,0.0,0.0,0.0
9403,246038397,avent soothie pacifier - 0-3 mo - pink/purple - 2 pk,4.0,1.0,1.0,0.0,0.0,It also seems to be the best as far a sucking for breast feeding babies,"These are the same pacifiers that we got from the hospital an the only one that my daughter will take. It also seems to be the best as far a sucking for breast feeding babies. While I don't like giving her a paci so soon, sometimes it is a lifesaver (traffic lights in the car, for example).",2014-07-29,"It also seems to be the best as far a sucking for breast feeding babies These are the same pacifiers that we got from the hospital an the only one that my daughter will take. It also seems to be the best as far a sucking for breast feeding babies. While I don't like giving her a paci so soon, sometimes it is a lifesaver (traffic lights in the car, for example).",72,neu,3.7333333333333334,1.0,0.00047938638542665386,0.001829541486244267
9404,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",4.0,1.0,1.0,0.0,0.0,super cool,These are so adorable! My son loves his new binkies and every time I look at him I have to laugh. Great product!,2014-07-29,super cool These are so adorable! My son loves his new binkies and every time I look at him I have to laugh. Great product!,25,neu,3.91489898989899,1.0,0.00047938638542665386,0.0018686852880878352
9407,756673722,"gerber first essentials soft center latex pacifier, 4 pack",4.0,0.0,0.0,0.0,0.0,A Must Try!,"This is the only pacifier my bebe will accept. All the others pop right out of her mouth. We tried them all! Light weight, squishy latex and longer than most. Not sold anywhere that I've found except for a random grocery store in Nebraska (and we live in CA)! I appreciate this offering and being able to chose the color!",2014-07-29,"A Must Try! This is the only pacifier my bebe will accept. All the others pop right out of her mouth. We tried them all! Light weight, squishy latex and longer than most. Not sold anywhere that I've found except for a random grocery store in Nebraska (and we live in CA)! I appreciate this offering and being able to chose the color!",63,neu,3.4435992578849723,0.0,0.0,0.0
9411,623667867,pacimals huggable baby pacifier,4.0,3.0,3.0,0.0,0.0,"BEST product, Adaptable, Lightweight, Well Made!!!","We used pandu the pacimal for my daughter for about 2 1/2 years! We had the adapter so that I could give her an orthodontic paci, as she wouldn't take any other kind and I didn't want her to have the non-orthodontic kind. I don't like other paci animals brands because they aren't adaptable to any paci except whatever they come with. This one was a lifesaver!! I can't speak highly enough of it! Seriously, this is the best. I must have washed it a hundred times, used stain remover on his white face/tummy, and it never fell apart at all. Still looks pretty good and my daughter dragged it everywhere, and I mean everywhere that we went. Pandu is lightweight, didn't weigh her down, and her teeth grew in straight/beautiful. Pandu is not overly stuffed as someone else commented. I don't understand how they could think that. LOVE this pacimal :)",2014-07-29,"BEST product, Adaptable, Lightweight, Well Made!!! We used pandu the pacimal for my daughter for about 2 1/2 years! We had the adapter so that I could give her an orthodontic paci, as she wouldn't take any other kind and I didn't want her to have the non-orthodontic kind. I don't like other paci animals brands because they aren't adaptable to any paci except whatever they come with. This one was a lifesaver!! I can't speak highly enough of it! Seriously, this is the best. I must have washed it a hundred times, used stain remover on his white face/tummy, and it never fell apart at all. Still looks pretty good and my daughter dragged it everywhere, and I mean everywhere that we went. Pandu is lightweight, didn't weigh her down, and her teeth grew in straight/beautiful. Pandu is not overly stuffed as someone else commented. I don't understand how they could think that. LOVE this pacimal :)",158,neu,3.5371064814814814,1.0,0.0014381591562799617,0.005410662390143763
